	Grp	Genus	Organism	1	1	1	2	2	2	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
	Grp	Genus	Organism	K00925(ackA)[24]	K00625(pta)[23]	K01895(ACSS1_2)[181]	K00193(cdhC)[96]	K00197(cdhE)[94]	K00194(cdhD)[93]	K00577(mtrA)[162]	K00578(mtrB)[75]	K00579(mtrC)[75]	K00580(mtrD)[75]	K00581(mtrE)[75]	K00582(mtrF)[65]	K00583(mtrG)[68]	K00584(mtrH)[108]	K00399(mcrA)[96]	K00401(mcrB)[96]	K00402(mcrG)[96]	K22480(hdrA1)[40]	K22481(hdrB1)[41]	K22482(hdrC1)[41]	K03388(hdrA2)[92]	K03389(hdrB2)[87]	K03390(hdrC2)[88]	K08264(hdrD)[56]	K08265(hdrE)[37]	K03388(hdrA2)[92].1	K03389(hdrB2)[87].1	K03390(hdrC2)[88].1	K14127(mvhD)[64]	K14126(mvhA)[53]	K14128(mvhG)[53]	K22516(fdhA)[85]	K00125(fdhB)[82]
0	A.Eur	Methanocaldococcus	M mfe			Mefer_0312	Mefer_0200	Mefer_0824	Mefer_0823	Mefer_0943Mefer_0944	Mefer_0942	Mefer_0941	Mefer_0940	Mefer_0939		Mefer_0945	Mefer_0946	Mefer_0938	Mefer_0934	Mefer_0937				Mefer_0237	Mefer_1123	Mefer_1124Mefer_1062			Mefer_0237	Mefer_1123	Mefer_1124Mefer_1062	Mefer_0238	Mefer_0240	Mefer_0239	Mefer_0653Mefer_1009	Mefer_0654
1	A.Eur	Methanococcus	M mmp			MMP0148MMP1274	MMP0983	MMP0980	MMP0981	MMP1564MMP1565	MMP1563	MMP1562	MMP1561	MMP1560		MMP1566	MMP1567	MMP1559	MMP1555	MMP1558				MMP0825MMP1697	MMP1053MMP1155	MMP1054MMP1154			MMP0825MMP1697	MMP1053MMP1155	MMP1054MMP1154	MMP1696MMP0821	MMP1694MMP0823	MMP0822MMP1695	MMP0138MMP1298	MMP1297MMP0139
2	A.Eur	Methanococcus	M mmq			MmarC5_1527MmarC5_0317	MmarC5_0803	MmarC5_0800	MmarC5_0801	MmarC5_0012MmarC5_0011	MmarC5_0013	MmarC5_0014	MmarC5_0015	MmarC5_0016		MmarC5_0010	MmarC5_0009	MmarC5_0017	MmarC5_0021	MmarC5_0018				MmarC5_0654MmarC5_1709	MmarC5_0432MmarC5_0540	MmarC5_0433MmarC5_0539			MmarC5_0654MmarC5_1709	MmarC5_0432MmarC5_0540	MmarC5_0433MmarC5_0539	MmarC5_1710MmarC5_0650	MmarC5_1712MmarC5_0652	MmarC5_1711MmarC5_0651	MmarC5_1538MmarC5_0295	MmarC5_0296MmarC5_1537
3	A.Eur	Methanococcus	M mmx			MmarC6_1399MmarC6_0802	MmarC6_1675	MmarC6_1678	MmarC6_1677	MmarC6_1106MmarC6_1105	MmarC6_1107	MmarC6_1108	MmarC6_1109	MmarC6_1110		MmarC6_1104	MmarC6_1103	MmarC6_1111	MmarC6_1115	MmarC6_1112				MmarC6_0974	MmarC6_1605MmarC6_1516	MmarC6_1604MmarC6_1517			MmarC6_0974	MmarC6_1605MmarC6_1516	MmarC6_1604MmarC6_1517	MmarC6_0975	MmarC6_0977	MmarC6_0976	MmarC6_0814MmarC6_1376	MmarC6_0813MmarC6_1377
4	A.Eur	Methanococcus	M mmz			MmarC7_0520MmarC7_1148	MmarC7_0225	MmarC7_0222	MmarC7_0223	MmarC7_0811MmarC7_0812	MmarC7_0810	MmarC7_0809	MmarC7_0808	MmarC7_0807		MmarC7_0813	MmarC7_0814	MmarC7_0806	MmarC7_0802	MmarC7_0805				MmarC7_0972	MmarC7_0403MmarC7_0307	MmarC7_0402MmarC7_0308			MmarC7_0972	MmarC7_0403MmarC7_0307	MmarC7_0402MmarC7_0308	MmarC7_0971	MmarC7_0969	MmarC7_0970	MmarC7_1137MmarC7_0543	MmarC7_1138MmarC7_0542
5	A.Eur	Methanococcus	M mmd			GYY_07205GYY_00755	GYY_05740	GYY_05725	GYY_05730	GYY_08670GYY_08680GYY_08675	GYY_08665	GYY_08660	GYY_08655	GYY_08650		GYY_08685	GYY_08690	GYY_08645	GYY_08625	GYY_08640				GYY_04785	GYY_06105GYY_06620	GYY_06615GYY_06110			GYY_04785	GYY_06105GYY_06620	GYY_06615GYY_06110	GYY_04765GYY_09345	GYY_04775GYY_09335	GYY_04770GYY_09340		GYY_07320GYY_00710
6	A.Eur	Methanococcus	M mmak			MMKA1_01530MMKA1_14990	MMKA1_11390	MMKA1_11360	MMKA1_11370	MMKA1_17940MMKA1_17950	MMKA1_17930	MMKA1_17920	MMKA1_17910	MMKA1_17900		MMKA1_17960	MMKA1_17970	MMKA1_17890	MMKA1_17850	MMKA1_17880				MMKA1_09100MMKA1_19310	MMKA1_12180MMKA1_13330	MMKA1_13320MMKA1_12190			MMKA1_09100MMKA1_19310	MMKA1_12180MMKA1_13330	MMKA1_13320MMKA1_12190	MMKA1_09060MMKA1_19300	MMKA1_09080MMKA1_19280	MMKA1_09070MMKA1_19290	MMKA1_01430MMKA1_15230	MMKA1_01440MMKA1_15220
7	A.Eur	Methanococcus	M mmao			MMOS7_13810MMOS7_01790	MMOS7_10750	MMOS7_10720	MMOS7_10730	MMOS7_16760MMOS7_16770	MMOS7_16750	MMOS7_16740	MMOS7_16730	MMOS7_16720		MMOS7_16780	MMOS7_16790	MMOS7_16710	MMOS7_16670	MMOS7_16700				MMOS7_18120MMOS7_08880	MMOS7_11480MMOS7_12630	MMOS7_12620MMOS7_11490			MMOS7_18120MMOS7_08880	MMOS7_11480MMOS7_12630	MMOS7_12620MMOS7_11490	MMOS7_18110MMOS7_08840	MMOS7_18090MMOS7_08860	MMOS7_18100MMOS7_08850	MMOS7_14050MMOS7_01690	MMOS7_14040MMOS7_01700
