	Grp	Genus	Organism	1	1	2	3	4
	Grp	Genus	Organism	K11780(cofG)[250]	K11781(cofH)[314]	K14941(cofC)[250]	K11212(cofD)[257]	K12234(cofE)[258]
0	A.Eur	Methanocaldococcus	M mja	MJ_0446	MJ_1431	MJ_0887	MJ_1256	MJ_0768
1	A.Eur	Methanocaldococcus	M mfe	Mefer_0989	Mefer_1391	Mefer_1466	Mefer_0031	Mefer_1035
2	A.Eur	Methanocaldococcus	M mvu	Metvu_0187	Metvu_0742	Metvu_0088	Metvu_0809	Metvu_1689
3	A.Eur	Methanocaldococcus	M mfs	MFS40622_1713	MFS40622_0622	MFS40622_1271	MFS40622_0677	MFS40622_1408
4	A.Eur	Methanocaldococcus	M mif	Metin_0177	Metin_1060	Metin_1017	Metin_0575	Metin_1423
5	A.Eur	Methanocaldococcus	M mjh	JH146_1358	JH146_0555	JH146_1020	JH146_0469	JH146_1125
6	A.Eur	Methanocaldococcus	M mesg	MLAUSG7_0747	MLAUSG7_0638	MLAUSG7_1408	MLAUSG7_1279	MLAUSG7_0258
7	A.Eur	Methanocaldococcus	M mesa	MLASG1_0094	MLASG1_0187	MLASG1_0836	MLASG1_0497	MLASG1_1416
8	A.Eur	Methanotorris	M mig	Metig_0642	Metig_1294	Metig_1008	Metig_1491	Metig_1183
9	A.Eur	Methanococcus	M mmp	MMP0876	MMP0056MMP0057	MMP0117	MMP0404	MMP0937
10	A.Eur	Methanococcus	M mmq	MmarC5_0684	MmarC5_1621MmarC5_1620	MmarC5_1561	MmarC5_1234	MmarC5_0744
11	A.Eur	Methanococcus	M mmx	MmarC6_1779	MmarC6_0893	MmarC6_0835	MmarC6_0506	MmarC6_1718
12	A.Eur	Methanococcus	M mmz	MmarC7_0124	MmarC7_1053MmarC7_1054	MmarC7_1116	MmarC7_1402	MmarC7_0184
13	A.Eur	Methanococcus	M mmd	GYY_05090	GYY_00285GYY_00290	GYY_00595	GYY_02090	GYY_05405
14	A.Eur	Methanococcus	M mmak	MMKA1_09710	MMKA1_00580MMKA1_00590	MMKA1_01220	MMKA1_04230	MMKA1_10360
15	A.Eur	Methanococcus	M mmao	MMOS7_09500	MMOS7_00820MMOS7_00830	MMOS7_01480	MMOS7_04190	MMOS7_10130
16	A.Eur	Methanococcus	M mmad	MMJJ_01170	MMJJ_10390MMJJ_10400	MMJJ_09690	MMJJ_06330	MMJJ_00540
17	A.Eur	Methanococcus	M mae	Maeo_0911	Maeo_0750	Maeo_0658	Maeo_0819	Maeo_0206
18	A.Eur	Methanococcus	M mvn	Mevan_0044	Mevan_1071Mevan_1072	Mevan_1122	Mevan_1392	Mevan_0252
19	A.Eur	Methanococcus	M mvo	Mvol_0642	Mvol_1375	Mvol_1513	Mvol_1651	Mvol_0888
20	A.Eur	Methanothermococcus	M mok	Metok_1270	Metok_0201	Metok_0929	Metok_0351	Metok_0136
21	A.Eur	Methanofervidicoccus	M metf	CFE53_02790	CFE53_02480	CFE53_00255	CFE53_04155	CFE53_04720
22	A.Eur	Methanothermobacter	M mth	MTH_1198	MTH_820	MTH_613	MTH_1018	MTH_1019
23	A.Eur	Methanothermobacter	M mmg	MTBMA_c15760	MTBMA_c12170	MTBMA_c09930	MTBMA_c14000	MTBMA_c14010
24	A.Eur	Methanothermobacter	M mwo	MWSIV6_1591	MWSIV6_1196	MWSIV6_0981	MWSIV6_1404	MWSIV6_1405
25	A.Eur	Methanothermobacter	M mtee	MTTB_02290	MTTB_05630	MTTB_06640	MTTB_04060	MTTB_04050
26	A.Eur	Methanothermobacter	M metc	MTCT_1091	MTCT_0736	MTCT_0537	MTCT_0926	MTCT_0927
27	A.Eur	Methanothermobacter	M mete	tca_01155	tca_00787	tca_00584	tca_00979	tca_00980
28	A.Eur	Methanothermobacter	M metz	METMT2_1200	METMT2_0885	METMT2_0437	METMT2_1044	METMT2_1045
29	A.Eur	Methanothermobacter	M metk	FVF72_05630	FVF72_07445	FVF72_08500	FVF72_06520	FVF72_06515
30	A.Eur	Methanothermobacter	M mthm	FZP57_07625	FZP57_05680	FZP57_04685	FZP57_06710	FZP57_06715
31	A.Eur	Methanothermobacter	M metj	FZP68_03050	FZP68_00525	FZP68_05125	FZP68_03950	FZP68_03945
32	A.Eur	Methanosphaera	M mst	Msp_0296	Msp_0392	Msp_1006	Msp_1403	Msp_1402
33	A.Eur	Methanosphaera	M metb	AW729_05670	AW729_05100	AW729_10865	AW729_08505	AW729_08510
34	A.Eur	Methanobrevibacter	M mru	mru_1974	mru_1266	mru_0953	mru_1844	mru_1842
35	A.Eur	Methanobrevibacter	M msi	Msm_1035	Msm_0079	Msm_0288	Msm_0974	Msm_0975
36	A.Eur	Methanobrevibacter	M meb	Abm4_1547	Abm4_0772	Abm4_1210	Abm4_1487	Abm4_1490
37	A.Eur	Methanobrevibacter	M mmil	sm9_2047	sm9_0991	sm9_0770	sm9_1937	sm9_1938
38	A.Eur	Methanobrevibacter	M meye	TL18_09420	TL18_05430	TL18_06430	TL18_09140	TL18_09145
39	A.Eur	Methanobrevibacter	M mol	YLM1_1412	YLM1_0639	YLM1_0512	YLM1_1301	YLM1_1299
40	A.Eur	Methanobrevibacter	M maro	MarbSA_15200	MarbSA_18830MarbSA_18880	MarbSA_05020	MarbSA_16660	MarbSA_16940
41	A.Eur	Methanobrevibacter	M metv	K4897_06290	K4897_00820	K4897_01935	K4897_06605	K4897_06600
42	A.Eur	Methanobacterium	M mel	Metbo_0327	Metbo_0140Metbo_1931	Metbo_1012	Metbo_2436	Metbo_2435
43	A.Eur	Methanobacterium	M mew	MSWAN_2090	MSWAN_0164MSWAN_0688	MSWAN_1224	MSWAN_0206	MSWAN_0207
44	A.Eur	Methanobacterium	M meth	MBMB1_1721	MBMB1_1031MBMB1_0707	MBMB1_0899	MBMB1_0200	MBMB1_0202
45	A.Eur	Methanobacterium	M mfc	BRM9_0974	BRM9_1217BRM9_1488	BRM9_1067	BRM9_2100	BRM9_2098
46	A.Eur	Methanobacterium	M mfi	DSM1535_0944	DSM1535_2180DSM1535_1898	DSM1535_1728	DSM1535_1581	DSM1535_1583
47	A.Eur	Methanobacterium	M mcub	MCBB_2020	MCBB_0722MCBB_0164	MCBB_1179	MCBB_0215	MCBB_0216
